UniqueCount	AmbigCount
0	329
0	345
0	324
0	328
0	344
0	327
0	323
0	340
1	324
0	324
0	320
0	323
0	321
0	329
0	348
0	352
0	351
0	356
0	349
0	374
0	363
0	323
0	356
3	367
0	355
0	302
0	315
0	192
0	16
0	406
0	996
0	709
0	940
0	870
0	956
0	992
0	963
0	730
0	923
0	418
0	611
0	964
0	1026
0	630
0	978
0	1128
0	885
0	260
0	707
0	646
0	822
0	775
0	363
0	748
0	944
0	748
0	436
0	602
0	644
0	751
0	450
0	814
0	1017
0	1020
0	917
0	744
0	831
0	323
0	959
0	1035
0	931
0	762
0	607
0	953
0	1041
0	1163
0	548
0	744
0	475
0	279
0	689
0	989
0	607
0	396
0	610
0	617
0	925
0	454
0	882
0	539
0	922
0	805
0	299
0	634
0	980
0	603
0	275
0	621
0	575
0	310
0	922
0	1004
0	984
0	914
0	927
0	848
0	568
0	966
0	1071
0	685
0	257
0	345
0	789
0	1042
0	680
0	777
0	961
0	928
0	827
0	1002
0	708
0	479
0	1004
0	925
0	389
0	748
0	295
0	303
0	550
0	768
0	916
0	768
0	398
0	281
0	274
0	914
0	863
0	375
0	548
0	205
0	277
0	323
0	741
0	425
0	710
0	952
0	418
0	1024
0	345
0	650
0	953
0	503
0	554
0	569
0	1023
0	535
0	883
0	1000
0	578
0	964
0	790
0	1019
0	992
0	708
0	992
0	1009
0	999
0	735
0	577
0	658
0	640
0	186
0	386
0	85
0	111
0	435
0	266
0	180
0	236
0	528
0	103
0	242
0	477
0	70
0	148
0	408
0	54
0	219
0	223
0	58
0	136
0	155
0	139
0	503
0	62
0	539
0	484
0	425
0	516
0	68
0	152
0	86
0	271
0	225
0	472
0	481
0	177
0	462
0	477
0	166
0	109
0	37
0	123
0	242
0	506
0	202
0	163
0	426
0	69
0	102
0	159
0	426
0	91
0	402
0	339
0	271
0	186
0	484
0	122
0	241
0	73
0	280
0	198
0	216
0	64
0	285
0	112
0	423
0	165
0	187
0	106
0	35
0	448
0	112
0	530
0	394
0	441
0	324
0	116
0	430
0	99
0	469
0	239
0	60
0	86
0	275
0	205
0	109
0	337
0	46
0	425
0	467
0	141
0	68
0	464
0	163
0	70
0	29
0	42
0	433
0	315
0	360
0	97
0	463
0	72
0	227
0	434
0	245
0	199
0	332
0	387
0	250
0	355
0	278
0	192
0	42
0	231
0	387
0	277
0	159
0	332
0	131
0	503
0	334
0	60
0	233
0	293
0	74
0	13
0	11
0	19
0	93
0	16
0	47
0	19
0	11
0	11
0	16
0	9
0	11
0	47
0	11
0	9
4	48
0	641
0	0
0	0
8	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	18
0	17
0	19
0	16
0	0
0	16
1	17
0	16
0	15
0	16
0	1
0	17
0	16
0	17
0	18
0	16
0	6
0	14
0	0
176	14
0	8
1	19
1	16
0	18
0	19
0	16
0	16
0	17
0	17
0	17
0	14
0	28
0	29
0	17
0	15
0	17
0	15
0	15
0	17
0	16
0	15
0	13
0	14
0	15
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	8
0	0
0	0
0	0
10	52
118	165
0	333
19	7
0	20
0	56
0	0
0	0
1	307
0	312
0	337
0	51
0	337
0	307
0	330
0	296
0	329
0	330
0	327
0	311
0	317
0	317
0	309
0	322
0	305
0	330
0	298
0	328
0	307
0	335
0	328
0	337
0	297
0	299
0	337
0	307
0	305
0	305
0	333
0	363
0	355
0	324
0	354
0	330
0	363
0	351
0	342
