UniqueCount	AmbigCount
0	56
0	56
0	58
0	64
0	63
0	66
0	57
0	60
0	54
0	57
0	59
0	60
0	57
0	58
0	58
0	58
0	59
0	67
0	58
0	66
0	59
0	48
0	59
0	52
0	59
0	58
0	51
0	71
0	0
0	247
0	695
0	509
0	640
0	574
0	657
0	719
0	665
0	521
0	613
0	283
0	445
0	657
0	722
0	434
0	669
0	829
0	580
0	144
0	426
0	447
0	537
0	482
0	194
0	452
2	642
0	464
0	268
0	341
0	439
0	478
0	250
0	517
0	716
0	687
0	626
0	565
0	543
0	170
0	655
0	733
0	604
0	514
0	416
0	688
0	744
0	889
0	376
0	508
0	298
0	147
0	427
0	688
0	404
0	228
0	422
0	425
0	639
0	289
0	576
0	280
0	634
0	515
0	155
0	363
0	715
0	329
0	144
0	429
0	392
0	207
0	636
0	683
0	668
0	595
0	633
0	556
0	390
0	665
0	726
0	414
0	142
0	187
0	484
0	756
0	471
0	532
0	663
0	636
0	526
0	677
0	446
0	307
0	673
0	600
0	230
0	478
0	155
0	161
0	373
0	474
0	609
0	485
0	229
0	146
0	136
0	737
0	568
0	230
0	370
0	146
0	144
0	181
0	470
0	285
0	507
0	653
0	250
0	717
0	193
0	393
0	663
0	317
0	390
0	390
0	706
0	369
0	577
0	683
0	314
0	687
0	482
0	733
0	688
0	507
0	673
0	694
0	698
0	562
0	315
0	462
0	462
0	121
0	230
0	44
0	58
0	255
0	186
0	111
0	170
0	346
0	52
0	102
0	315
0	33
0	93
0	254
0	34
0	166
0	166
0	34
0	98
0	98
0	82
0	349
0	31
0	375
0	322
0	284
0	341
0	38
0	110
0	45
0	217
0	173
0	321
0	345
0	120
0	346
0	328
0	52
0	60
0	13
0	55
0	100
0	363
0	150
0	54
0	253
0	44
0	55
0	49
0	285
0	54
0	234
0	184
0	144
0	120
0	350
0	65
0	115
0	32
0	143
0	75
0	162
0	30
0	148
0	75
0	287
0	100
0	137
0	55
0	16
0	297
0	75
0	345
0	236
0	262
0	175
0	75
0	285
0	50
0	313
0	177
0	30
0	48
0	217
0	78
0	55
0	204
0	19
0	283
0	311
0	88
0	32
0	313
0	100
0	29
0	14
0	19
0	293
0	253
0	275
0	54
0	310
0	32
0	115
0	285
0	168
0	150
0	164
0	224
0	178
0	208
0	217
0	72
0	19
0	99
0	231
0	198
0	100
0	177
0	82
0	365
0	198
0	28
0	96
0	178
0	69
0	6
0	8
0	16
0	81
0	11
0	55
0	9
0	7
0	7
0	6
0	2
0	7
0	51
0	7
0	2
1	52
0	467
0	0
0	2
4	0
0	0
0	0
0	0
0	1
0	3
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
8	18
0	12
0	16
0	9
0	0
0	9
0	14
0	9
0	8
0	12
0	11
0	13
0	5
0	10
0	6
0	9
0	3
0	8
0	0
147	7
0	4
7	18
0	8
0	11
0	9
0	12
0	9
0	10
0	12
0	9
0	7
0	19
0	16
0	6
0	6
0	6
0	5
0	5
0	5
0	5
0	19
0	4
0	8
0	5
0	0
0	3
0	3
0	11
0	3
0	3
0	3
0	10
0	2
0	2
0	2
0	2
0	9
0	0
0	1
0	1
8	36
20	128
0	219
3	3
0	5
0	32
0	0
0	1
2	44
0	38
0	49
0	0
0	48
0	44
0	49
0	37
0	48
0	48
0	38
0	38
0	38
0	38
0	38
0	48
0	37
0	48
0	44
0	48
0	44
0	49
0	51
0	51
0	46
0	45
0	50
0	46
0	39
0	39
0	45
0	49
0	49
0	45
0	49
0	38
0	50
0	39
0	39
0	50
0	49
0	48
1	2
0	614
0	553
0	169
0	497
0	671
0	492
0	496
0	317
0	268
0	658
0	460
0	484
0	610
0	602
0	471
0	578
0	682
0	651
0	586
0	627
0	253
0	617
0	573
0	610
0	616
0	194
0	635
0	644
0	348
0	696
0	652
0	243
0	360
0	621
0	580
0	644
0	633
0	579
0	253
0	161
0	631
0	620
0	241
0	323
0	340
0	548
0	167
0	299
0	698
0	472
0	497
0	633
0	610
0	610
0	610
0	278
0	573
0	512
0	595
0	528
0	665
0	629
0	549
0	668
0	467
0	612
0	373
0	333
0	448
0	456
0	490
0	492
0	444
0	570
0	463
0	636
0	344
0	578
0	296
0	352
0	370
0	448
0	605
0	529
0	379
0	610
0	325
0	594
0	556
0	591
0	198
0	594
0	588
0	621
0	615
0	629
0	605
0	656
0	283
0	142
0	342
0	621
0	346
0	465
0	653
0	511
0	540
0	154
0	441
0	448
0	533
0	100
0	613
0	541
0	142
0	419
0	519
0	359
0	523
0	626
0	363
0	602
0	471
0	642
0	454
0	618
0	489
0	639
0	482
0	295
0	326
0	418
0	353
0	462
0	379
0	162
0	627
0	516
0	178
0	482
0	402
0	462
0	524
0	594
0	178
0	413
0	336
0	382
0	285
0	359
0	620
0	302
0	581
0	224
0	455
0	309
0	210
0	651
0	417
0	253
0	650
0	326
0	247
0	319
0	611
0	649
0	452
0	367
0	590
0	620
0	651
0	182
0	478
0	507
0	491
0	652
0	516
0	487
0	563
0	626
0	329
0	384
0	144
0	610
0	626
0	587
0	644
0	284
0	593
0	513
0	363
0	603
0	536
0	564
0	514
0	604
0	488
0	612
0	230
0	230
0	305
0	234
0	390
0	588
0	526
0	499
0	223
0	92
0	96
0	179
0	508
0	523
0	560
0	359
0	165
